id,text,language,platform,region,date,aspect,sentiment,sarcasm,clean_text,detected_lang
736,Wow amazing… stopped working 🙃,ta,reviews,TN,2025-12-25,refund,negative,1,wow amazing… stopped working 🙃,en
737,"Packaging damage, product scratch.",en,instagram,KA,2026-01-27,packaging,negative,0,"packaging damage, product scratch.",en
738,Courier smooth-a deliver pannanga.,mix,youtube,TN,2025-11-30,delivery,positive,0,courier smooth-a deliver pannanga.,en
739,"Packaging damage, product scratch.",en,youtube,DL,2025-12-02,packaging,negative,0,"packaging damage, product scratch.",en
740,"Idhu App crash aagudhu, screen issue.",ta,youtube,KA,2026-02-05,app,negative,0,"idhu app crash aagudhu, screen issue.",so
741,"Courier rude, package damage aayiduchu.",mix,instagram,DL,2026-01-14,delivery,negative,0,"courier rude, package damage aayiduchu.",fr
742,"Idhu Return initiated, waiting.",ta,instagram,KL,2026-02-02,refund,neutral,0,"idhu return initiated, waiting.",en
743,Idhu Not sure if worth yet.,ta,reviews,TS,2026-02-23,price,neutral,0,idhu not sure if worth yet.,en
744,"No bubble wrap, worst packing.",mix,support,KA,2026-01-03,packaging,negative,0,"no bubble wrap, worst packing.",en
745,Great service 👏 1 hour wait pannanum,mix,instagram,AP,2025-12-07,packaging,negative,1,great service 👏 1 hour wait pannanum,en
746,Idhu Well packed ✅,ta,support,AP,2026-01-13,packaging,positive,0,idhu well packed ✅,cy
747,Customer care number busy.,mix,reviews,MH,2026-01-26,service,neutral,0,customer care number busy.,en
748,Return/refund smooth experience.,mix,reviews,KA,2025-12-24,refund,positive,0,return/refund smooth experience.,en
749,"Idhu Packaging damage, product scratch.",ta,instagram,TN,2025-12-07,packaging,negative,0,"idhu packaging damage, product scratch.",en
750,"Packaging neat, no damage.",mix,youtube,TS,2026-01-20,packaging,positive,0,"packaging neat, no damage.",tl
751,Great service 👏 1 day wait pannanum,mix,twitter,AP,2025-12-19,quality,negative,1,great service 👏 1 day wait pannanum,en
752,Idhu Quality semma! build strong 💯,ta,youtube,TN,2026-01-30,quality,positive,0,idhu quality semma! build strong 💯,en
753,Great service 👏 1 day wait pannanum,mix,support,TN,2025-12-22,quality,negative,1,great service 👏 1 day wait pannanum,en
754,"Product mass, satisfied.",en,youtube,MH,2025-12-21,quality,positive,0,"product mass, satisfied.",en
755,Idhu Refund came within 1 days.,ta,reviews,AP,2026-02-09,refund,positive,0,idhu refund came within 1 days.,en
756,"App crash aagudhu, camera blur.",en,reviews,KA,2025-12-26,app,negative,0,"app crash aagudhu, camera blur.",so
757,"Idhu Support ticket raised, waiting.",ta,reviews,DL,2025-12-23,service,neutral,0,"idhu support ticket raised, waiting.",en
758,First impression average.,mix,twitter,MH,2026-01-29,quality,neutral,0,first impression average.,en
759,Well packed ✅,mix,youtube,KL,2026-02-10,packaging,positive,0,well packed ✅,en
760,Idhu Return approve pannala.,ta,support,TS,2026-02-08,refund,negative,0,idhu return approve pannala.,it
761,Idhu Not sure if worth yet.,ta,twitter,AP,2026-01-08,price,neutral,0,idhu not sure if worth yet.,en
762,Box normal-a irundhuchu.,mix,twitter,KA,2026-02-23,packaging,neutral,0,box normal-a irundhuchu.,en
763,Quality ok. Normal usage ku podhum.,en,instagram,KA,2026-01-03,quality,neutral,0,quality ok. normal usage ku podhum.,pt
764,Costly and quality poor.,en,reviews,KL,2026-01-16,price,negative,0,costly and quality poor.,en
765,Delivery worst. Tracking update illa.,mix,instagram,AP,2025-12-13,delivery,negative,0,delivery worst. tracking update illa.,en
766,Super quality… 4 days la missing parts 😏,en,support,KL,2025-12-22,packaging,negative,1,super quality… 4 days la missing parts 😏,fr
767,"Idhu Courier rude, package damage aayiduchu.",ta,reviews,KA,2025-12-05,delivery,negative,0,"idhu courier rude, package damage aayiduchu.",so
768,Box normal-a irundhuchu.,mix,twitter,TN,2026-01-02,packaging,neutral,0,box normal-a irundhuchu.,en
769,Price ok for this quality.,mix,support,KA,2026-01-21,price,positive,0,price ok for this quality.,en
770,"Bug very, worst experience.",en,instagram,TN,2025-12-17,app,negative,0,"bug very, worst experience.",en
771,Idhu Return/refund smooth experience.,ta,twitter,TS,2026-01-13,refund,positive,0,idhu return/refund smooth experience.,en
772,"Offer in super deal, semma price.",en,twitter,TS,2026-01-25,price,positive,0,"offer in super deal, semma price.",en
773,"Service worst, nobody answered.",mix,twitter,TN,2025-12-29,service,negative,0,"service worst, nobody answered.",en
774,"Delivery romba late, 4 days delay 😡",mix,support,TN,2026-02-19,delivery,negative,0,"delivery romba late, 4 days delay 😡",es
775,Wow amazing… came damaged 🙃,mix,support,TN,2025-12-09,refund,negative,1,wow amazing… came damaged 🙃,en
776,"App crash aagudhu, sound problem.",en,instagram,AP,2025-12-06,app,negative,0,"app crash aagudhu, sound problem.",en
777,"App crash aagudhu, sound problem.",en,support,TN,2025-12-24,app,negative,0,"app crash aagudhu, sound problem.",en
778,"Idhu Packing nalla, safe-a vandhuduchu.",ta,twitter,TN,2026-01-14,packaging,positive,0,"idhu packing nalla, safe-a vandhuduchu.",en
779,"Support reply pannala, 2 hours wait 😤",mix,twitter,TN,2026-01-09,service,negative,0,"support reply pannala, 2 hours wait 😤",en
780,"Idhu Support ticket raised, waiting.",ta,twitter,TS,2026-01-07,service,neutral,0,"idhu support ticket raised, waiting.",en
781,Same product elsewhere cheaper.,mix,twitter,KA,2026-01-11,price,negative,0,same product elsewhere cheaper.,en
782,"Price ok, but features compare pannitu paakanum.",mix,instagram,AP,2025-12-05,price,neutral,0,"price ok, but features compare pannitu paakanum.",ro
783,"Idhu Refund stuck, no update.",ta,reviews,TS,2025-12-10,refund,negative,0,"idhu refund stuck, no update.",ro
784,UI average.,mix,instagram,AP,2026-01-08,app,neutral,0,ui average.,no
785,Idhu Box normal-a irundhuchu.,ta,reviews,AP,2026-01-31,packaging,neutral,0,idhu box normal-a irundhuchu.,so
786,Same product elsewhere cheaper.,en,reviews,MH,2025-12-28,price,negative,0,same product elsewhere cheaper.,en
787,Price ok for this quality.,en,reviews,KA,2025-12-23,price,positive,0,price ok for this quality.,en
788,Quality worst. battery drain iruku.,mix,twitter,MH,2026-02-01,quality,negative,0,quality worst. battery drain iruku.,en
789,Price ok for this quality.,mix,twitter,TS,2026-02-20,price,positive,0,price ok for this quality.,en
790,"Idhu App UI smooth, easy to use.",ta,twitter,TN,2026-01-28,app,positive,0,"idhu app ui smooth, easy to use.",en
791,Wow amazing… stopped working 🙃,ta,support,KA,2026-02-05,delivery,negative,1,wow amazing… stopped working 🙃,en
792,"Idhu Support team helpful, issue solve pannitanga.",ta,reviews,MH,2026-01-05,service,positive,0,"idhu support team helpful, issue solve pannitanga.",en
793,"Product vera level, satisfied.",en,support,KL,2026-01-23,quality,positive,0,"product vera level, satisfied.",en
794,Idhu Same product elsewhere cheaper.,ta,reviews,AP,2026-01-20,price,negative,0,idhu same product elsewhere cheaper.,en
795,Super quality… 3 days la stopped working 😏,ta,youtube,TN,2026-02-11,refund,negative,1,super quality… 3 days la stopped working 😏,en
796,Idhu Quality poor. overheating iruku.,ta,reviews,AP,2026-01-05,quality,negative,0,idhu quality poor. overheating iruku.,en
797,Looks fine. Long-term paakanum.,en,reviews,KA,2025-12-22,quality,neutral,0,looks fine. long-term paakanum.,et
798,Great service 👏 1 day wait pannanum,mix,reviews,AP,2026-01-13,service,negative,1,great service 👏 1 day wait pannanum,en
799,Idhu Courier smooth-a deliver pannanga.,ta,twitter,AP,2025-12-12,delivery,positive,0,idhu courier smooth-a deliver pannanga.,en
800,Installed. Will try inter.,en,youtube,AP,2026-02-24,app,neutral,0,installed. will try inter.,en
801,Delivery super! on-time arrived.,mix,youtube,DL,2026-02-15,delivery,positive,0,delivery super! on-time arrived.,en
802,Worth for money ✅,en,support,TS,2026-02-19,price,positive,0,worth for money ✅,en
803,Idhu Well packed ✅,ta,support,TN,2025-12-21,packaging,positive,0,idhu well packed ✅,cy
804,"App crash aagudhu, damaged item.",mix,support,AP,2026-01-05,app,negative,0,"app crash aagudhu, damaged item.",so
805,Quality super! build strong 💯,mix,instagram,MH,2026-01-16,quality,positive,0,quality super! build strong 💯,en
806,Great service 👏 3 days wait pannanum,en,reviews,MH,2026-02-02,refund,negative,1,great service 👏 3 days wait pannanum,en
807,Same product elsewhere cheaper.,mix,instagram,KL,2026-02-25,price,negative,0,same product elsewhere cheaper.,en
808,Wow amazing… broke in 1 day 🙃,mix,instagram,DL,2025-12-20,packaging,negative,1,wow amazing… broke in 1 day 🙃,en
809,"Product semma, satisfied.",mix,reviews,DL,2026-01-22,quality,positive,0,"product semma, satisfied.",en
810,"Fast delivery, 1 days in arrived ✅",en,twitter,KL,2026-01-09,delivery,positive,0,"fast delivery, 1 days in arrived ✅",en
811,Idhu Looks fine. Long-term paakanum.,ta,twitter,DL,2026-02-20,quality,neutral,0,idhu looks fine. long-term paakanum.,et
812,"Idhu Packaging neat, no damage.",ta,youtube,TS,2026-01-28,packaging,positive,0,"idhu packaging neat, no damage.",tl
813,Great service 👏 no response for 24 hours wait pannanum,mix,youtube,KA,2026-02-20,refund,negative,1,great service 👏 no response for 24 hours wait pannanum,en
814,"Material good, value for money.",mix,youtube,DL,2025-12-09,quality,positive,0,"material good, value for money.",en
815,Delivery super! on-time arrived.,mix,support,DL,2026-01-01,delivery,positive,0,delivery super! on-time arrived.,en
816,"App ok, sometimes slow.",en,twitter,KA,2026-02-16,app,neutral,0,"app ok, sometimes slow.",en
817,"Idhu Packaging damage, product scratch.",ta,reviews,AP,2026-02-13,packaging,negative,0,"idhu packaging damage, product scratch.",en
818,Well packed ✅,mix,instagram,KA,2026-02-01,packaging,positive,0,well packed ✅,en
819,"Idhu Packing nalla, safe-a vandhuduchu.",ta,reviews,DL,2025-12-18,packaging,positive,0,"idhu packing nalla, safe-a vandhuduchu.",en
820,"Idhu Price romba high, not worth.",ta,twitter,KA,2025-12-10,price,negative,0,"idhu price romba high, not worth.",en
821,UI average.,mix,reviews,KL,2026-02-20,app,neutral,0,ui average.,no
822,"Refund romba slow, 3 days aachu.",mix,twitter,TS,2026-02-17,refund,negative,0,"refund romba slow, 3 days aachu.",en
823,Idhu Not sure if worth yet.,ta,twitter,KL,2026-01-03,price,neutral,0,idhu not sure if worth yet.,en
824,Idhu Arrived. Will test and update.,ta,youtube,TS,2025-12-13,delivery,neutral,0,idhu arrived. will test and update.,en
825,"Offer in super deal, good price.",en,reviews,DL,2026-01-20,price,positive,0,"offer in super deal, good price.",en
826,Idhu Delivery romba mosam. Tracking update illa.,ta,twitter,AP,2026-02-03,delivery,negative,0,idhu delivery romba mosam. tracking update illa.,sv
827,"Service worst, nobody answered.",en,support,KA,2026-01-02,service,negative,0,"service worst, nobody answered.",en
828,Return approve pannala.,mix,support,MH,2026-01-27,refund,negative,0,return approve pannala.,it
829,Not sure if worth yet.,en,instagram,DL,2025-12-25,price,neutral,0,not sure if worth yet.,en
830,Return/refund smooth experience.,mix,twitter,KA,2026-02-05,refund,positive,0,return/refund smooth experience.,en
831,Idhu Will contact support later.,ta,support,TN,2026-01-02,service,neutral,0,idhu will contact support later.,en
832,Refund came within 5 days.,mix,twitter,DL,2026-02-25,refund,positive,0,refund came within 5 days.,en
833,Repincement fast-a arrange did.,en,instagram,KL,2025-12-23,service,positive,0,repincement fast-a arrange did.,ca
834,Great service 👏 1 hour wait pannanum,mix,instagram,DL,2026-01-14,refund,negative,1,great service 👏 1 hour wait pannanum,en
835,Quality poor. battery drain iruku.,mix,instagram,AP,2025-12-03,quality,negative,0,quality poor. battery drain iruku.,en
836,Idhu Delivery romba mosam. Tracking update illa.,ta,reviews,KA,2026-01-28,delivery,negative,0,idhu delivery romba mosam. tracking update illa.,sv
837,"Complaint raise panniten, no update.",mix,reviews,KL,2026-01-13,service,negative,0,"complaint raise panniten, no update.",fr
838,"Idhu App UI smooth, easy to use.",ta,instagram,TS,2025-11-29,app,positive,0,"idhu app ui smooth, easy to use.",en
839,"Support reply pannala, no response for 24 hours wait 😤",mix,reviews,AP,2026-01-04,service,negative,0,"support reply pannala, no response for 24 hours wait 😤",en
840,Will contact support later.,mix,twitter,DL,2026-01-16,service,neutral,0,will contact support later.,en
841,Idhu Refund status pending.,ta,twitter,DL,2025-12-23,refund,neutral,0,idhu refund status pending.,et
842,"Delivery romba late, 4 days delay 😡",mix,instagram,TN,2026-02-08,delivery,negative,0,"delivery romba late, 4 days delay 😡",es
843,Delivery super! on-time arrived.,en,youtube,TS,2026-01-12,delivery,positive,0,delivery super! on-time arrived.,en
844,Idhu Courier smooth-a deliver pannanga.,ta,youtube,TS,2026-02-19,delivery,positive,0,idhu courier smooth-a deliver pannanga.,en
845,Idhu Quality romba mosam. battery drain iruku.,ta,support,TS,2026-01-31,quality,negative,0,idhu quality romba mosam. battery drain iruku.,en
846,Looks fine. Long-term paakanum.,mix,instagram,DL,2025-12-14,quality,neutral,0,looks fine. long-term paakanum.,et
847,Delivery worst. Tracking update illa.,mix,youtube,TS,2025-12-30,delivery,negative,0,delivery worst. tracking update illa.,en
848,Idhu Will contact support later.,ta,instagram,MH,2026-02-03,service,neutral,0,idhu will contact support later.,en
849,"Idhu App UI smooth, easy to use.",ta,support,MH,2026-02-12,app,positive,0,"idhu app ui smooth, easy to use.",en
850,"Packaging damage, product scratch.",en,twitter,KA,2025-12-31,packaging,negative,0,"packaging damage, product scratch.",en
851,Wow amazing… came damaged 🙃,mix,youtube,DL,2025-12-15,quality,negative,1,wow amazing… came damaged 🙃,en
852,Replacement fast-a arrange pannanga.,mix,reviews,KA,2025-12-10,service,positive,0,replacement fast-a arrange pannanga.,fr
853,"Idhu Product vera level, satisfied.",ta,support,MH,2026-01-02,quality,positive,0,"idhu product vera level, satisfied.",en
854,"Price romba high, not worth.",mix,support,KL,2026-02-05,price,negative,0,"price romba high, not worth.",en
855,Login and checkout easy ✅,mix,instagram,TS,2026-02-19,app,positive,0,login and checkout easy ✅,en
856,Super quality… 3 days la missing parts 😏,mix,instagram,KL,2026-02-21,app,negative,1,super quality… 3 days la missing parts 😏,fr
857,Great service 👏 3 days wait pannanum,en,reviews,KL,2026-01-30,service,negative,1,great service 👏 3 days wait pannanum,en
858,"App ok, sometimes slow.",en,instagram,DL,2026-01-05,app,neutral,0,"app ok, sometimes slow.",en
859,Installed. Will try inter.,en,twitter,KA,2025-12-18,app,neutral,0,installed. will try inter.,en
860,"Idhu Refund stuck, no update.",ta,twitter,DL,2026-01-20,refund,negative,0,"idhu refund stuck, no update.",ro
861,"Product received today, open pannain.",en,twitter,AP,2026-02-13,delivery,neutral,0,"product received today, open pannain.",en
862,"Idhu App ok, sometimes slow.",ta,support,MH,2026-02-22,app,neutral,0,"idhu app ok, sometimes slow.",sv
863,"Courier rude, package damage aayiduchu.",mix,instagram,KL,2026-01-31,delivery,negative,0,"courier rude, package damage aayiduchu.",fr
864,"Idhu Delivery romba late, 2 days delay 😡",ta,instagram,KL,2026-02-04,delivery,negative,0,"idhu delivery romba late, 2 days delay 😡",es
865,"Fast delivery, 4 days la vandhuduchu ✅",mix,support,MH,2026-01-16,delivery,positive,0,"fast delivery, 4 days la vandhuduchu ✅",fr
866,First impression average.,mix,support,TN,2026-01-24,quality,neutral,0,first impression average.,en
867,Costly and quality poor.,mix,youtube,AP,2025-11-28,price,negative,0,costly and quality poor.,en
868,Idhu Same product elsewhere cheaper.,ta,twitter,AP,2026-01-28,price,negative,0,idhu same product elsewhere cheaper.,en
869,Idhu Quality waste. sound problem iruku.,ta,reviews,KL,2025-12-20,quality,negative,0,idhu quality waste. sound problem iruku.,en
870,Idhu Quality waste. battery drain iruku.,ta,reviews,MH,2025-11-27,quality,negative,0,idhu quality waste. battery drain iruku.,en
871,"Service worst, nobody answered.",mix,youtube,AP,2025-12-01,service,negative,0,"service worst, nobody answered.",en
872,"Support team helpful, issue solve pannitanga.",en,reviews,TS,2026-02-22,service,positive,0,"support team helpful, issue solve pannitanga.",en
873,Idhu Courier smooth-a deliver pannanga.,ta,twitter,DL,2025-12-13,delivery,positive,0,idhu courier smooth-a deliver pannanga.,en
874,Refund quick-a process aayiduchu ✅,mix,reviews,KL,2026-02-11,refund,positive,0,refund quick-a process aayiduchu ✅,en
875,"Refund stuck, no update.",en,instagram,AP,2026-02-14,refund,negative,0,"refund stuck, no update.",ro
876,"Price romba high, not worth.",mix,reviews,MH,2025-12-22,price,negative,0,"price romba high, not worth.",en
877,"Fast delivery, 5 days la vandhuduchu ✅",mix,reviews,KA,2025-12-01,delivery,positive,0,"fast delivery, 5 days la vandhuduchu ✅",fr
878,Delivery super! on-time arrived.,mix,twitter,DL,2026-01-14,delivery,positive,0,delivery super! on-time arrived.,en
879,Delivery super! on-time arrived.,mix,reviews,TS,2026-02-17,delivery,positive,0,delivery super! on-time arrived.,en
880,"App crash aagudhu, screen issue.",mix,instagram,AP,2026-01-06,app,negative,0,"app crash aagudhu, screen issue.",en
881,"Idhu Product nice, satisfied.",ta,youtube,AP,2026-02-12,quality,positive,0,"idhu product nice, satisfied.",en
882,Cheap feel. Not recommended.,mix,twitter,TN,2026-02-20,quality,negative,0,cheap feel. not recommended.,en
883,Idhu No comments on packaging.,ta,instagram,KL,2026-02-18,packaging,neutral,0,idhu no comments on packaging.,en
884,"App UI smooth, easy to use.",en,twitter,TS,2025-12-02,app,positive,0,"app ui smooth, easy to use.",en
885,Box normal-a irundhuchu.,en,youtube,TS,2026-01-04,packaging,neutral,0,box normal-a irundhuchu.,en
886,"Packing poor, box torn.",mix,youtube,MH,2026-02-06,packaging,negative,0,"packing poor, box torn.",en
887,"Idhu Support reply pannala, 1 day wait 😤",ta,support,AP,2026-01-30,service,negative,0,"idhu support reply pannala, 1 day wait 😤",en
888,No comments on packaging.,en,instagram,TN,2026-01-16,packaging,neutral,0,no comments on packaging.,en
889,"Idhu Refund romba slow, no response for 24 hours aachu.",ta,reviews,AP,2026-02-12,refund,negative,0,"idhu refund romba slow, no response for 24 hours aachu.",en
890,Idhu Well packed ✅,ta,twitter,MH,2026-01-31,packaging,positive,0,idhu well packed ✅,cy
891,"Fast delivery, 9 days la vandhuduchu ✅",mix,instagram,KA,2025-12-02,delivery,positive,0,"fast delivery, 9 days la vandhuduchu ✅",en
892,Looks fine. Long-term paakanum.,mix,twitter,DL,2026-02-17,quality,neutral,0,looks fine. long-term paakanum.,et
893,3 days la itself broke in 1 day.,mix,support,TN,2025-12-30,quality,negative,0,3 days la itself broke in 1 day.,af
894,Worth for money ✅,en,youtube,MH,2025-12-19,price,positive,0,worth for money ✅,en
895,Great service 👏 1 day wait pannanum,mix,support,TS,2025-12-23,app,negative,1,great service 👏 1 day wait pannanum,en
896,"Idhu Price romba high, not worth.",ta,reviews,TS,2025-12-16,price,negative,0,"idhu price romba high, not worth.",en
897,"Support ticket raised, waiting.",mix,reviews,KA,2025-12-20,service,neutral,0,"support ticket raised, waiting.",en
898,Quality ok. Normal usage ku podhum.,mix,instagram,KA,2026-01-16,quality,neutral,0,quality ok. normal usage ku podhum.,pt
899,Customer service mass. Quick response.,en,reviews,MH,2025-12-09,service,positive,0,customer service mass. quick response.,fr
900,Delivery worst. Tracking update illa.,mix,twitter,TN,2026-02-17,delivery,negative,0,delivery worst. tracking update illa.,en
901,No comments on packaging.,en,twitter,TN,2025-12-10,packaging,neutral,0,no comments on packaging.,en
902,"Compinint raise panniten, no update.",en,instagram,DL,2026-01-05,service,negative,0,"compinint raise panniten, no update.",fr
903,Idhu Cheap feel. Not recommended.,ta,support,MH,2025-12-12,quality,negative,0,idhu cheap feel. not recommended.,en
904,Return approve pannain.,en,instagram,AP,2025-11-27,refund,negative,0,return approve pannain.,fr
905,"Idhu App crash aagudhu, battery drain.",ta,instagram,KL,2026-02-22,app,negative,0,"idhu app crash aagudhu, battery drain.",en
906,Quality cheap. screen issue iruku.,mix,twitter,KL,2026-02-13,quality,negative,0,quality cheap. screen issue iruku.,en
907,Idhu Price ok for this quality.,ta,support,AP,2026-01-08,price,positive,0,idhu price ok for this quality.,en
908,Looks fine. Long-term paakanum.,mix,youtube,TN,2026-01-29,quality,neutral,0,looks fine. long-term paakanum.,et
909,Price average.,mix,reviews,AP,2026-01-27,price,neutral,0,price average.,fr
910,"Idhu Material good, value for money.",ta,instagram,KA,2026-01-15,quality,positive,0,"idhu material good, value for money.",en
911,Idhu Refund came within 4 days.,ta,youtube,MH,2025-12-14,refund,positive,0,idhu refund came within 4 days.,en
912,"Idhu Complaint raise panniten, no update.",ta,support,TS,2025-12-26,service,negative,0,"idhu complaint raise panniten, no update.",fr
913,"Fast delivery, 4 days in arrived ✅",en,youtube,KA,2025-11-27,delivery,positive,0,"fast delivery, 4 days in arrived ✅",en
914,"Fast delivery, 5 days la vandhuduchu ✅",mix,youtube,KL,2025-12-14,delivery,positive,0,"fast delivery, 5 days la vandhuduchu ✅",fr
915,Return/refund smooth experience.,en,twitter,KA,2025-12-14,refund,positive,0,return/refund smooth experience.,en
916,"Delivery very inte, 10 days deiny 😡",en,twitter,MH,2026-02-19,delivery,negative,0,"delivery very inte, 10 days deiny 😡",en
917,Cheap feel. Not recommended.,mix,twitter,KA,2025-12-28,quality,negative,0,cheap feel. not recommended.,en
918,Idhu Worth for money ✅,ta,support,MH,2026-02-24,price,positive,0,idhu worth for money ✅,en
919,"App crash aagudhu, overheating.",mix,youtube,TN,2025-12-11,app,negative,0,"app crash aagudhu, overheating.",en
920,"Product received today, open pannain.",en,reviews,AP,2026-02-22,delivery,neutral,0,"product received today, open pannain.",en
921,Idhu 3 days la itself broke in 1 day.,ta,support,TN,2026-01-14,quality,negative,0,idhu 3 days la itself broke in 1 day.,so
922,"Price very high, not worth.",en,support,DL,2026-02-12,price,negative,0,"price very high, not worth.",en
923,Delivery super! on-time arrived.,mix,youtube,DL,2026-02-17,delivery,positive,0,delivery super! on-time arrived.,en
924,"Idhu Packing poor, box torn.",ta,youtube,DL,2025-11-30,packaging,negative,0,"idhu packing poor, box torn.",en
925,Idhu No comments on packaging.,ta,youtube,TN,2025-12-21,packaging,neutral,0,idhu no comments on packaging.,en
926,"Packaging damage, product scratch.",en,support,TN,2026-01-27,packaging,negative,0,"packaging damage, product scratch.",en
927,Wow amazing… came damaged 🙃,en,reviews,KL,2026-01-30,refund,negative,1,wow amazing… came damaged 🙃,en
928,Great service 👏 1 hour wait pannanum,ta,twitter,MH,2026-01-08,price,negative,1,great service 👏 1 hour wait pannanum,en
929,"Return initiated, waiting.",mix,instagram,DL,2025-11-30,refund,neutral,0,"return initiated, waiting.",en
930,Not sure if worth yet.,mix,reviews,MH,2025-12-07,price,neutral,0,not sure if worth yet.,en
931,"Packaging neat, no damage.",mix,support,MH,2026-02-18,packaging,positive,0,"packaging neat, no damage.",tl
932,"Packing poor, box torn.",mix,reviews,DL,2025-12-02,packaging,negative,0,"packing poor, box torn.",en
933,Idhu Packaging ok.,ta,reviews,MH,2025-12-09,packaging,neutral,0,idhu packaging ok.,tl
934,"Support reply pannala, 1 day wait 😤",mix,instagram,KL,2026-01-03,service,negative,0,"support reply pannala, 1 day wait 😤",en
935,Delivery worst. Tracking update ilin.,en,reviews,KA,2025-12-30,delivery,negative,0,delivery worst. tracking update ilin.,en
936,"Complaint raise panniten, no update.",mix,youtube,TN,2026-01-02,service,negative,0,"complaint raise panniten, no update.",fr
937,First impression average.,en,twitter,KL,2026-02-22,quality,neutral,0,first impression average.,en
938,"Product received today, open pannala.",mix,instagram,MH,2026-02-24,delivery,neutral,0,"product received today, open pannala.",en
939,Idhu Well packed ✅,ta,twitter,AP,2025-12-25,packaging,positive,0,idhu well packed ✅,cy
940,Wow amazing… stopped working 🙃,mix,reviews,DL,2025-12-10,packaging,negative,1,wow amazing… stopped working 🙃,en
941,Refund quick-a process aayiduchu ✅,mix,instagram,AP,2026-01-17,refund,positive,0,refund quick-a process aayiduchu ✅,en
942,"Idhu App crash aagudhu, overheating.",ta,reviews,MH,2025-12-11,app,negative,0,"idhu app crash aagudhu, overheating.",en
943,Wow amazing… late delivery 🙃,ta,youtube,KA,2026-02-07,app,negative,1,wow amazing… late delivery 🙃,en
944,Idhu Return approve pannala.,ta,reviews,KL,2026-01-26,refund,negative,0,idhu return approve pannala.,it
945,App performance vera level.,mix,twitter,KA,2025-12-15,app,positive,0,app performance vera level.,it
946,"Packing poor, box torn.",mix,youtube,KA,2025-12-20,packaging,negative,0,"packing poor, box torn.",en
947,Idhu Quality poor. camera blur iruku.,ta,reviews,AP,2026-01-26,quality,negative,0,idhu quality poor. camera blur iruku.,sq
948,"Packing poor, box torn.",mix,support,DL,2025-12-22,packaging,negative,0,"packing poor, box torn.",en
949,"Support reply pannain, 3 days wait 😤",en,reviews,KA,2026-01-06,service,negative,0,"support reply pannain, 3 days wait 😤",en
950,Idhu Login and checkout easy ✅,ta,support,AP,2025-12-09,app,positive,0,idhu login and checkout easy ✅,en
951,"Service worst, nobody answered.",mix,youtube,KA,2025-12-23,service,negative,0,"service worst, nobody answered.",en
952,Great service 👏 3 days wait pannanum,mix,twitter,DL,2026-02-24,packaging,negative,1,great service 👏 3 days wait pannanum,en
953,9 days in itself missing parts.,en,support,KL,2026-01-20,quality,negative,0,9 days in itself missing parts.,en
954,Costly and quality poor.,en,support,TS,2025-12-17,price,negative,0,costly and quality poor.,en
955,"Idhu Packaging neat, no damage.",ta,twitter,DL,2025-12-08,packaging,positive,0,"idhu packaging neat, no damage.",tl
956,"App crash aagudhu, damaged item.",en,support,DL,2026-02-04,app,negative,0,"app crash aagudhu, damaged item.",so
957,Price ok for this quality.,en,reviews,DL,2026-02-05,price,positive,0,price ok for this quality.,en
958,Idhu Customer service worth. Quick response.,ta,reviews,DL,2025-11-27,service,positive,0,idhu customer service worth. quick response.,en
959,Payment failure repeatedly.,mix,twitter,KA,2026-01-19,app,negative,0,payment failure repeatedly.,en
960,Well packed ✅,en,youtube,KL,2025-12-18,packaging,positive,0,well packed ✅,en
961,App performance mass.,mix,twitter,AP,2026-02-08,app,positive,0,app performance mass.,en
962,"No bubble wrap, worst packing.",mix,reviews,KA,2025-12-26,packaging,negative,0,"no bubble wrap, worst packing.",en
963,Great service 👏 1 hour wait pannanum,mix,support,DL,2025-12-17,quality,negative,1,great service 👏 1 hour wait pannanum,en
964,Super quality… 10 days la stopped working 😏,mix,twitter,AP,2026-02-15,delivery,negative,1,super quality… 10 days la stopped working 😏,en
965,"App crash aagudhu, sound problem.",en,twitter,TS,2026-02-08,app,negative,0,"app crash aagudhu, sound problem.",en
966,"App ok, sometimes slow.",mix,youtube,KA,2025-12-21,app,neutral,0,"app ok, sometimes slow.",no
967,Price average.,en,twitter,MH,2026-02-16,price,neutral,0,price average.,fr
968,"Price romba high, not worth.",mix,youtube,KL,2025-12-20,price,negative,0,"price romba high, not worth.",en
969,"Idhu Service romba mosam, nobody answered.",ta,twitter,DL,2026-01-18,service,negative,0,"idhu service romba mosam, nobody answered.",en
970,"App UI smooth, easy to use.",mix,instagram,AP,2025-12-20,app,positive,0,"app ui smooth, easy to use.",en
971,"Idhu Fast delivery, 10 days la vandhuduchu ✅",ta,youtube,KL,2026-01-27,delivery,positive,0,"idhu fast delivery, 10 days la vandhuduchu ✅",fr
972,Packaging ok.,mix,support,TN,2025-11-29,packaging,neutral,0,packaging ok.,tl
973,"Product vera level, satisfied.",mix,instagram,KA,2025-12-07,quality,positive,0,"product vera level, satisfied.",en
974,"App crash aagudhu, battery drain.",mix,youtube,TS,2026-01-25,app,negative,0,"app crash aagudhu, battery drain.",en
975,Installed. Will try inter.,en,youtube,DL,2026-01-16,app,neutral,0,installed. will try inter.,en
976,"Service worst, nobody answered.",en,youtube,TS,2026-01-06,service,negative,0,"service worst, nobody answered.",en
977,Idhu First impression average.,ta,twitter,MH,2026-01-23,quality,neutral,0,idhu first impression average.,en
